Bus_name,Bus_type,Start_time,End_time,Total_duration,Prices,Seats_Available,Ratings,Route_name,Route_link
BLM Transports,A/C Sleeper (2+1),22:00,01:00,03h 00m,903,7 Seats available,3.9,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
EMERALD TRAVELS,A/C Semi Sleeper (2+2),23:00,00:35,01h 35m,INR 999,28 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),23:15,01:41,02h 26m,INR 850,17 Seats available,3.1,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2365,Low Floor AC Seater 2+2,09:00,19:45,10h 45m,INR 723,5 Seats available,3.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 2385,Low Floor AC Seater 2+2,10:00,20:45,10h 45m,INR 742,7 Seats available,3.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1867,Low Floor AC Seater 2+2,12:00,22:00,10h 00m,INR 742,6 Seats available,3.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1877,Low Floor AC Seater 2+2,13:00,23:20,10h 20m,INR 723,16 Seats available,3.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 588,Super Express Non AC Seater Air Bus (2+2),13:32,00:00,10h 28m,INR 555,24 Seats available,3.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,903,17 Seats available,"4.4
105",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,INR 600,16 Seats available,"3.6
73",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),16:45,03:40,10h 55m,1099,11 Seats available,"4.6
6",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,05:00,08h 30m,INR 750,26 Seats available,"2.5
56",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:00,09h 00m,INR 900,22 Seats available,"2.6
20",Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 103,Swift Deluxe Non AC Air Bus (2+2),09:00,17:40,08h 40m,INR 579,12 Seats available,"4.3
31",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,04:25,07h 55m,INR 568,27 Seats available,"3.3
23",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:16,04:05,06h 49m,INR 548,32 Seats available,"4.2
83",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 1767,Super Express Non AC Seater Air Bus (2+2),23:01,06:46,07h 45m,INR 568,15 Seats available,"3.7
49",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
MMK Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,INR 999,18 Seats available,"4.5
293",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,INR 1000,6 Seats available,"4.5
207",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,A/C Sleeper (2+1),22:15,05:35,07h 20m,INR 949,18 Seats available,"4.4
254",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdSAAM BUS,VE A/C Sleeper (2+1),20:10,04:45,08h 35m,INR 850,24 Seats available,"4.3
88",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:45,05:30,07h 45m,900,7 Seats available,"4.3
195",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 900,21 Seats available,"4.3
114",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,INR 1100,21 Seats available,"4.2
175",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdP K Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,INR 900,18 Seats available,"3.2
6",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,599,25 Seats available,"3.3
93",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,NON A/C Sleeper (2+1),22:45,05:20,06h 35m,INR 799,16 Seats available,"4.1
218",Bangalore to Kannur,https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 2006,Super Fast Non AC Seater (2+3),08:35,16:30,07h 55m,INR 332,38 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 761,Super Fast Non AC Seater (2+3),08:45,15:55,07h 10m,INR 332,35 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1873,Low Floor AC Seater 2+2,09:30,16:40,07h 10m,INR 475,1 Seat available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 848,Super Fast Non AC Seater (2+3),10:10,17:20,07h 10m,INR 332,25 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 755,Super Fast Non AC Seater (2+3),11:15,18:15,07h 00m,INR 332,38 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 2390,Low Floor AC Seater 2+2,11:30,18:50,07h 20m,INR 475,3 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 324,Super Fast Non AC Seater (2+3),11:35,18:25,06h 50m,INR 332,31 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1118,Super Fast Non AC Seater (2+3),11:50,19:00,07h 10m,INR 332,31 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 1023,Super Fast Non AC Seater (2+3),12:40,19:15,06h 35m,INR 323,36 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 820,Super Fast Non AC Seater (2+3),12:55,20:10,07h 15m,INR 332,40 Seats available,2.7,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Sonia Travels,A/C Seater/Sleeper (2+1),23:30,06:15,06h 45m,INR 750,15 Seats available,4.3,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Sonia Travels,A/C Semi Sleeper (2+2),23:45,06:25,06h 40m,INR 700,26 Seats available,4.3,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
A1 Travels,A/C Seater / Sleeper (2+1),20:05,03:00,06h 55m,INR 800,15 Seats available,"4.1
18",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),21:55,03:30,05h 35m,INR 1000,20 Seats available,"3.2
6",Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
Holy Maria Travels,A/C Semi Sleeper (2+2),23:30,06:10,06h 40m,INR 800,40 Seats available, ,Kozhikode to Kottayam,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:03,02:21,07h 18m,INR 548,36 Seats available,"4.6
34",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 1766,Super Express Non AC Seater Air Bus (2+2),20:16,04:41,08h 25m,INR 568,29 Seats available,"4.2
26",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:00,05:15,08h 15m,INR 568,19 Seats available,"4.1
35",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,06:00,08h 30m,INR 579,15 Seats available,"4.3
38",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
NS Transports,A/C Sleeper (2+1),21:15,05:30,08h 15m,INR 999,14 Seats available,"4.5
271",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
MMK Travels,A/C Sleeper (2+1),21:30,06:00,08h 30m,INR 950,14 Seats available,"4.5
253",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:15,05:30,08h 15m,INR 1100,2 Seats available,"4.5
211",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
AdArya Travels,A/C Sleeper (2+1),21:20,05:35,08h 15m,INR 845,4 Seats available,"3.8
7",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Kalpaka Travels 1,A/C Sleeper (2+1),21:45,05:00,07h 15m,INR 1100,14 Seats available,"4.1
132",Kannur to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 2004,Super Fast Non AC Seater (2+3),09:45,18:20,08h 35m,INR 332,44 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 759,Super Fast Non AC Seater (2+3),10:25,17:35,07h 10m,INR 332,44 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1885,Low Floor AC Seater 2+2,10:50,17:50,07h 00m,INR 475,4 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 313,Super Fast Non AC Seater (2+3),12:00,18:45,06h 45m,INR 332,36 Seats available,"2.1
6",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1119,Super Fast Non AC Seater (2+3),12:30,20:00,07h 30m,INR 332,40 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 2365,Low Floor AC Seater 2+2,12:40,19:45,07h 05m,INR 475,6 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1505,Super Fast Non AC Seater (2+3),13:30,21:00,07h 30m,INR 332,49 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1886,Low Floor AC Seater 2+2,14:30,21:20,06h 50m,INR 475,3 Seats available,"1.8
6",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 2884,Super Fast Non AC Seater (2+3),14:30,22:00,07h 30m,INR 332,53 Seats available,3.4,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),15:45,23:00,07h 15m,INR 332,48 Seats available,"4.9
4",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),23:59,04:30,04h 31m,999,31 Seats available,4.0,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Sonia Travels,A/C Semi Sleeper (2+2),18:30,02:30,08h 00m,INR 700,14 Seats available,3.8,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),18:00,03:00,09h 00m,INR 900,38 Seats available,3.8,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Ubc travels,A/C Semi Sleeper (2+2),17:30,01:00,07h 30m,INR 800,26 Seats available,3.8,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:15,01:25,07h 10m,INR 1100,24 Seats available,3.1,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 343,Super Fast Non AC Seater (2+3),09:50,13:25,03h 35m,INR 181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2817,Super Fast Non AC Seater (2+3),09:50,13:10,03h 20m,INR 181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 767,Super Fast Non AC Seater (2+3),10:20,13:55,03h 35m,INR 181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 821,Super Fast Non AC Seater (2+3),10:40,14:15,03h 35m,INR 181,41 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 725,Super Fast Non AC Seater (2+3),10:45,14:20,03h 35m,INR 181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 687,Super Fast Non AC Seater (2+3),11:10,14:30,03h 20m,INR 181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2570,Super Fast Non AC Seater (2+3),12:05,15:25,03h 20m,INR 181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1989,Super Fast Non AC Seater (2+3),12:50,16:25,03h 35m,INR 181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1018,Super Fast Non AC Seater (2+3),13:50,17:15,03h 25m,INR 181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 759,Super Fast Non AC Seater (2+3),14:00,17:35,03h 35m,INR 181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2004,Super Fast Non AC Seater (2+3),14:20,18:20,04h 00m,INR 181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1885,Low Floor AC Seater 2+2,14:30,17:50,03h 20m,INR 253,10 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 701,Super Fast Non AC Seater (2+3),15:05,18:10,03h 05m,INR 181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1888,Low Floor AC Seater 2+2,15:25,18:45,03h 20m,INR 253,12 Seats available,"3.6
8",Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 313,Super Fast Non AC Seater (2+3),15:35,18:45,03h 10m,INR 181,40 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Sheraton Tours and Travels,A/C Seater/Sleeper (2+1),22:27,01:45,03h 18m,480,23 Seats available,4.3,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Ubc travels,A/C Semi Sleeper (2+2),22:30,01:00,02h 30m,INR 800,41 Seats available,3.8,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),22:31,01:25,02h 54m,INR 1100,24 Seats available,3.1,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Adrin Travels,A/C Seater/Sleeper (2+1),23:05,02:00,02h 55m,INR 800,27 Seats available,3.9,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
Ubc travels,A/C Seater/Sleeper (2+1),23:20,03:00,03h 40m,INR 900,40 Seats available,3.8,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 791,Super Fast Non AC Seater (2+3),08:45,10:36,01h 51m,INR 111,40 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 796,Super Fast Non AC Seater (2+3),09:10,11:10,02h 00m,INR 111,48 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 1022,Super Fast Non AC Seater (2+3),10:45,12:35,01h 50m,INR 108,36 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 932,Super Fast Non AC Seater (2+3),11:15,13:15,02h 00m,INR 108,41 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 1183,Super Fast Non AC Seater (2+3),11:30,13:40,02h 10m,INR 111,44 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 834,Super Fast Non AC Seater (2+3),12:45,15:15,02h 30m,INR 111,42 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 1076,Super Fast Non AC Seater (2+3),13:00,15:15,02h 15m,INR 111,48 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 343,Super Fast Non AC Seater (2+3),13:25,15:13,01h 48m,INR 111,48 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 805,Super Fast Non AC Seater (2+3),13:32,15:32,02h 00m,INR 111,44 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 767,Super Fast Non AC Seater (2+3),13:55,15:50,01h 55m,INR 111,48 Seats available,4.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,14:25,02h 10m,INR 300,39 Seats available,"4.0
6",Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),12:15,15:40,03h 25m,INR 300,40 Seats available,4.0,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),13:45,16:10,02h 25m,INR 800,29 Seats available,3.1,Kozhikode to Kalpetta (kerala),https://www.redbus.in/bus-tickets/kozhikode-to-kalpetta
KSRTC (Kerala) - 773,Super Fast Non AC Seater (2+3),08:50,10:55,02h 05m,INR 111,30 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 893,Super Fast Non AC Seater (2+3),09:40,12:10,02h 30m,INR 108,37 Seats available,"4.3
7",Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 1023,Super Fast Non AC Seater (2+3),10:05,12:40,02h 35m,INR 108,36 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 991,Super Fast Non AC Seater (2+3),10:05,12:50,02h 45m,INR 108,39 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 894,Super Fast Non AC Seater (2+3),10:41,13:11,02h 30m,INR 108,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 820,Super Fast Non AC Seater (2+3),11:00,12:55,01h 55m,INR 111,45 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 596,Super Express Non AC Seater Air Bus (2+2),11:32,13:40,02h 08m,INR 129,25 Seats available,"3.2
5",Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 427,Super Fast Non AC Seater (2+3),12:05,13:55,01h 50m,INR 111,47 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 993,Super Fast Non AC Seater (2+3),12:15,14:50,02h 35m,INR 108,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
KSRTC (Kerala) - 933,Super Fast Non AC Seater (2+3),12:40,15:10,02h 30m,INR 108,41 Seats available,3.6,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),07:30,09:00,01h 30m,INR 300,17 Seats available,"3.9
6",Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Kyros Connect,Bharat Benz A/C Semi Sleeper (2+2),07:32,09:00,01h 28m,INR 300,16 Seats available,4.2,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Express,A/C Sleeper (2+1),22:30,23:59,01h 29m,INR 850,3 Seats available,4.1,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
FAST LINE BUS,A/C Sleeper (2+1),23:15,06:15,07h 00m,INR 2699,34 Seats available,New,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
Cochin Express,A/C Sleeper (2+1),22:30,23:59,01h 29m,INR 850,3 Seats available,4.1,Kalpetta (kerala) to Kozhikode,https://www.redbus.in/bus-tickets/kalpetta-to-kozhikode
APSRTC - 9356,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,18:05,06h 35m,INR 469,34 Seats available,4.0,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
APSRTC - 3858,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),11:30,16:30,05h 00m,INR 670,48 Seats available,"3.9
44",Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad
